id,family,length,theta_global,delta_norm_pred,delta_theta_1,delta_theta_2,delta_theta_3,delta_theta_4
SRP-plant-Popu.trem._BU866844,SRP,299,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03406806290149689,0.02356211096048355,0.015204934403300285,0.01872476376593113,0.004863439127802849
SRP-fungal-Zygo.roux._BN000170,SRP,243,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03478576987981796,0.026484880596399307,0.012166320346295834,0.01779974438250065,0.006614432670176029
SRP-fungal-Para.bras._CN239248,SRP,127,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03939594328403473,0.03431088477373123,0.004605794325470924,0.016009271144866943,0.009863742627203465
SRP-small_bacterial-Trop.whip._AE016852,SRP,105,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.039307400584220886,0.034162476658821106,0.004338780418038368,0.015553918667137623,0.010828091762959957
SRP-archael-Meth.mari._CP000745,SRP,218,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03310665488243103,0.02312217280268669,0.014145740307867527,0.017055785283446312,0.008391293697059155
SRP-protozoan-Phyt.ramo._GSP-164328,SRP,314,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.034169718623161316,0.023306170478463173,0.015642233192920685,0.01900990679860115,0.004282074049115181
SRP-long_bacterial-Baci.subt._Z99104,SRP,270,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.034243758767843246,0.024806661531329155,0.013823644258081913,0.018226657062768936,0.0058275628834962845
SRP-archael-Meth.vann._CP000742,SRP,36,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.04456520080566406,0.04020659625530243,-0.0011511631309986115,0.014587398618459702,0.01246472168713808
SRP-animal-Caen.eleg._AY948608,SRP,299,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03497416898608208,0.025696901604533195,0.013679166324436665,0.018876153975725174,0.0044082775712013245
SRP-animal-Mus.musc._DQ285765,SRP,290,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03623870760202408,0.028346847742795944,0.01163258496671915,0.018882103264331818,0.004224840551614761
SRP-fungal-Sacc.cere._U18917,SRP,493,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03659309074282646,0.019062235951423645,0.021710973232984543,0.02232823148369789,-0.002401905134320259
SRP-fungal-Sacc.kluy._AJ550805,SRP,448,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03574107214808464,0.020281251519918442,0.020076602697372437,0.021504804491996765,-0.0007540062069892883
SRP-fungal-Deba.hans._CR382138,SRP,263,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.032669633626937866,0.02048005536198616,0.016797225922346115,0.017778294160962105,0.007046815007925034
SRP-animal-Onch.volv._GSP-6282,SRP,293,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03614358231425285,0.028117455542087555,0.011847412213683128,0.01892649382352829,0.00414656288921833
SRP-plant-Lyco.escu._Z29099,SRP,304,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.033980920910835266,0.02315552718937397,0.015580317005515099,0.018797028809785843,0.004738150164484978
SRP-fungal-Cocc.immi._GSP-396776,SRP,326,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.034769684076309204,0.02441621571779251,0.015052366070449352,0.01933125965297222,0.003536650910973549
SRP-protozoan-Leis.guya._AY722727,SRP,137,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03958446905016899,0.03455846756696701,0.004598429426550865,0.016229024156928062,0.009386999532580376
SRP-protozoan-Cryp.parv._AA532232,SRP,278,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.033461835235357285,0.02258443459868431,0.015547568909823895,0.018230821937322617,0.005962202325463295
SRP-animal-Xeno.laev._X01055,SRP,297,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03530671447515488,0.026438526809215546,0.013115200214087963,0.018888309597969055,0.004334947094321251
SRP-long_bacterial-Baci.amyl._D11416,SRP,271,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.0341995507478714,0.024680959060788155,0.013930443674325943,0.01823796145617962,0.005811968818306923
SRP-animal-Homo.sapi._X04249,SRP,299,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.036328013986349106,0.02832433395087719,0.011801301501691341,0.019062481820583344,0.003848079591989517
SRP-animal-Phak.pach._GSP-170000-2,SRP,308,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03805050998926163,0.030998622998595238,0.010042572394013405,0.019434109330177307,0.002896329388022423
SRP-long_bacterial-Baci.subt._X14796,SRP,270,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.034243758767843246,0.024806661531329155,0.013823644258081913,0.018226657062768936,0.0058275628834962845
SRP-small_bacterial-Lact.delb._AF496545,SRP,88,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03577611595392227,0.028969326987862587,0.007762112654745579,0.01484190858900547,0.012656058184802532
SRP-animal-Mus.musc._AC099934,SRP,302,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03605828434228897,0.027771877124905586,0.012247025035321712,0.019083961844444275,0.0038386844098567963
SRP-plant-Heli.annu._AJ828095,SRP,64,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.036060769110918045,0.029286161065101624,0.007128667086362839,0.014379109255969524,0.013606002554297447
SRP-archael-Ther.acid._AL445063,SRP,317,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03658757358789444,0.0283955130726099,0.01205567829310894,0.019431481137871742,0.0030697807669639587
SRP-fungal-Cand.albi._GSP-237561,SRP,260,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.032725989818573,0.020817440003156662,0.01650521717965603,0.01774156093597412,0.007102069444954395
SRP-long_bacterial-Baci.cere._AE017194,SRP,269,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03453732281923294,0.02548068016767502,0.01332495454698801,0.01825423538684845,0.005726250819861889
SRP-protozoan-Leis.aeth._AY722730,SRP,58,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03916231170296669,0.033764682710170746,0.0038260500878095627,0.014575392007827759,0.012905504554510117
SRP-animal-Fugu.rubr._U40756,SRP,298,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03584709390997887,0.027467070147395134,0.012397042475640774,0.01898146979510784,0.004073252901434898
SRP-plant-Lyco.escu._Z29110,SRP,274,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.033785223960876465,0.02359135076403618,0.014760077930986881,0.018221348524093628,0.005917099304497242
SRP-small_bacterial-Yers.pest._CP000308,SRP,117,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.038217831403017044,0.0327146053314209,0.005577096715569496,0.015693875029683113,0.010628045536577702
SRP-animal-Caen.brig._AC084446,SRP,299,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03670457378029823,0.02898119017481804,0.011331835761666298,0.01910906471312046,0.00370803102850914
SRP-small_bacterial-Heli.pylo._AE000511,SRP,103,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03310436010360718,0.023862188681960106,0.011666635051369667,0.014783021993935108,0.013109021820127964
SRP-plant-Trit.aest._CJ679223,SRP,272,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.036906898021698,0.02979091741144657,0.01029523741453886,0.018620561808347702,0.004680071026086807
SRP-small_bacterial-Proc.mari._AJ237851,SRP,101,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03747248277068138,0.03162509575486183,0.006084451451897621,0.015293098986148834,0.011538672260940075
SRP-long_bacterial-Alka.meta._CP000724,SRP,175,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03450426459312439,0.026703352108597755,0.010857012122869492,0.016440309584140778,0.00945076160132885
SRP-long_bacterial-Baci.mega._D11414,SRP,270,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03440546244382858,0.02517036721110344,0.013563698157668114,0.018252450972795486,0.005750017240643501
SRP-protozoan-Leis.dono._AY781793,SRP,138,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.04020983353257179,0.035361796617507935,0.004041234031319618,0.016306214034557343,0.009173324331641197
SRP-plant-Bras.oler._GSP-109376,SRP,312,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03434669226408005,0.023844776675105095,0.0152233662083745,0.019007664173841476,0.004252027720212936
SRP-fungal-Podo.anse._GSP-5145,SRP,288,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.034695498645305634,0.025375880300998688,0.013722064904868603,0.018630973994731903,0.004943078383803368
SRP-protozoan-Eime.tene._CD666347,SRP,269,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.039649635553359985,0.03387698531150818,0.00732398871332407,0.018849670886993408,0.003936063498258591
SRP-plant-Oryz.sati._AP003253,SRP,318,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.035337649285793304,0.025952862575650215,0.013818435370922089,0.019278477877378464,0.003548186272382736
SRP-protozoan-Leis.braz._AY722725,SRP,139,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03972506895661354,0.03474021330475807,0.004502447322010994,0.016282353550195694,0.009263456799089909
SRP-long_bacterial-Stap.aure._CP000253,SRP,270,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03320460394024849,0.022078875452280045,0.015773233026266098,0.018033213913440704,0.006409157998859882
SRP-plant-Trit.aest._CJ572413,SRP,272,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.036906898021698,0.02979091741144657,0.01029523741453886,0.018620561808347702,0.004680071026086807
SRP-small_bacterial-Esch.coli._U82664,SRP,118,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03831254690885544,0.03284691274166107,0.005499493330717087,0.01572347804903984,0.010557440109550953
SRP-long_bacterial-Stap.aure._AP009351,SRP,270,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03320460394024849,0.022078875452280045,0.015773233026266098,0.018033213913440704,0.006409157998859882
SRP-plant-Lotu.corn._AP006123,SRP,304,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03428784757852554,0.023963095620274544,0.015003135427832603,0.018854297697544098,0.004565967246890068
SRP-protozoan-Leis.dono._AY722735,SRP,138,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.04020983353257179,0.035361796617507935,0.004041234031319618,0.016306214034557343,0.009173324331641197
SRP-long_bacterial-Baci.cere._AE016877,SRP,269,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.034886494278907776,0.026210792362689972,0.012803132645785809,0.018306013196706772,0.0055705830454826355
SRP-protozoan-Leis.braz._AY722726,SRP,139,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03972506895661354,0.03474021330475807,0.004502447322010994,0.016282353550195694,0.009263456799089909
SRP-small_bacterial-Stre.pyog._CP000056,SRP,98,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03465905785560608,0.02707507833838463,0.009285543113946915,0.014909770339727402,0.012635976076126099
SRP-small_bacterial-Lact.plan._AL935253,SRP,84,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03395022451877594,0.02562623843550682,0.010083634406328201,0.014523951336741447,0.013538425788283348
SRP-protozoan-Leis.trop._AY722722,SRP,134,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.04050764814019203,0.03573824465274811,0.0037043485790491104,0.016252031549811363,0.00926264375448227
SRP-fungal-Cand.dubl._GSP-42374,SRP,263,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03253570944070816,0.019919980317354202,0.017197521403431892,0.017738576978445053,0.007166230119764805
SRP-plant-Zea.mays._X14661,SRP,308,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03581336885690689,0.02717263624072075,0.012777063064277172,0.01916278339922428,0.003712072968482971
SRP-fungal-Kluy.walt._AADM01000319,SRP,411,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03475213795900345,0.019314276054501534,0.020140256732702255,0.02068810723721981,0.001020805910229683
SRP-archael-Halo.volc._AF395888,SRP,306,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03779321908950806,0.030633144080638885,0.01026986911892891,0.019367750734090805,0.0030590444803237915
SRP-animal-Homo.sapi._X01037,SRP,299,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.036328013986349106,0.02832433395087719,0.011801301501691341,0.019062481820583344,0.003848079591989517
SRP-protozoan-Phyt.soja._GSP-67593,SRP,315,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03462738171219826,0.024442031979560852,0.014847374521195889,0.019110675901174545,0.003997499123215675
SRP-animal-Phak.pach._GSP-170000-1,SRP,308,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03774501010775566,0.030520372092723846,0.010384384542703629,0.01940019242465496,0.0029982980340719223
SRP-fungal-Schi.japo._GSP-402676,SRP,257,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03606310859322548,0.02861175313591957,0.010883631184697151,0.01823364570736885,0.005567418411374092
SRP-small_bacterial-Lact.lact._AM406671,SRP,36,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03900265693664551,0.03338713198900223,0.0037228111177682877,0.014103787951171398,0.013918709009885788
SRP-small_bacterial-Trop.whip._AE014184,SRP,89,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.040640704333782196,0.03582514822483063,0.002879112958908081,0.015348317101597786,0.01115192286670208
SRP-long_bacterial-Stap.aure._CP000255,SRP,270,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03320460394024849,0.022078875452280045,0.015773233026266098,0.018033213913440704,0.006409157998859882
SRP-animal-Homo.sapi._BF908765,SRP,280,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03611402586102486,0.028315775096416473,0.011485211551189423,0.01867770403623581,0.004655422642827034
SRP-plant-Zea.mays._CB179518,SRP,307,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03530220687389374,0.026178443804383278,0.013470669277012348,0.01907205954194069,0.003966441377997398
SRP-animal-Dros.mela._AE014297,SRP,299,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03453332558274269,0.024711614474654198,0.014383367262780666,0.018806282430887222,0.0046183522790670395
SRP-plant-Lyco.escu._X13958,SRP,302,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03364119306206703,0.0222440455108881,0.016197849065065384,0.018691949546337128,0.005017280578613281
SRP-fungal-Phak.pach._GSP-170000-2,SRP,308,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03805050998926163,0.030998622998595238,0.010042572394013405,0.019434109330177307,0.002896329388022423
SRP-long_bacterial-Stap.aure._BX571857,SRP,101,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03398716077208519,0.025791415944695473,0.010253870859742165,0.014879396185278893,0.012782479636371136
SRP-animal-Dros.moja._GSP-7230,SRP,297,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03439990058541298,0.02445468306541443,0.014533082954585552,0.018747622147202492,0.004757925868034363
SRP-animal-Homo.sapi._AA559987,SRP,288,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03617576137185097,0.02827415242791176,0.011650625616312027,0.018836509436368942,0.004325132817029953
SRP-plant-Prun.arme._CB819242,SRP,67,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.0376555435359478,0.031733546406030655,0.005430359393358231,0.014613326638936996,0.012957004830241203
SRP-plant-Zea.mays._CF602412,SRP,303,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03549543768167496,0.026671523228287697,0.013050423003733158,0.019026149064302444,0.004030894488096237
SRP-fungal-Gibb.zeae._GSP-229533,SRP,298,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03533845767378807,0.026478474959731102,0.013103606179356575,0.018911361694335938,0.004284033551812172
SRP-protozoan-Enta.inva._GSP-370355,SRP,271,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03259415924549103,0.019789062440395355,0.017426755279302597,0.01789104752242565,0.006854977458715439
SRP-long_bacterial-Stap.epid._AF269814,SRP,101,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03423190489411354,0.026277555152773857,0.009906419552862644,0.014913871884346008,0.01267882902175188
SRP-long_bacterial-Baci.subt._X06803,SRP,53,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03452974185347557,0.026507971808314323,0.008927739225327969,0.013959676027297974,0.014664696529507637
SRP-long_bacterial-Clos.perf._CP000312,SRP,268,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03379422053694725,0.0237777978181839,0.014525072649121284,0.018113255500793457,0.00613172072917223
SRP-animal-Aede.aegy._GSP-7159,SRP,301,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03466762974858284,0.02496439404785633,0.014236616902053356,0.018864646553993225,0.00447966530919075
SRP-plant-Medi.trun._AC136507-1,SRP,263,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03369409218430519,0.023653831332921982,0.014528881758451462,0.018003366887569427,0.006370129995048046
SRP-animal-Cion.savi._BW520975,SRP,293,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03568975254893303,0.027279570698738098,0.012446261011064053,0.018867075443267822,0.0043252091854810715
SRP-protozoan-Leis.infa._AM502223,SRP,279,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03780220448970795,0.031092030927538872,0.009484020993113518,0.01885436847805977,0.004105888307094574
SRP-small_bacterial-Stre.pyog._BA000034,SRP,99,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03451140597462654,0.026804428547620773,0.009495940059423447,0.014910796657204628,0.012651286087930202
SRP-archael-Ther.volc._BA000011,SRP,299,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03680097311735153,0.02914540469646454,0.01121446955949068,0.019120709970593452,0.0036730170249938965
SRP-small_bacterial-Lact.gass._CP000413,SRP,89,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03406744822859764,0.025894779711961746,0.009976495988667011,0.014644092880189419,0.013269190676510334
SRP-fungal-Phae.nodo._GSP-321614,SRP,264,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.034276437014341354,0.025018515065312386,0.013570478186011314,0.018120363354682922,0.006036768667399883
SRP-animal-Brug.mala._GSP-6279,SRP,301,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.035682111978530884,0.027084996923804283,0.012720989994704723,0.019015032798051834,0.004027528688311577
SRP-long_bacterial-Baci.amyl._D13041,SRP,270,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.034243758767843246,0.024806661531329155,0.013823644258081913,0.018226657062768936,0.0058275628834962845
RNaseP-nuclear-K.thermotolerans,RNaseP,219,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03477105870842934,0.026798909530043602,0.011534880846738815,0.01733674481511116,0.007564975880086422
RNaseP-a_bacterial-A.tumefaciens,RNaseP,402,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03648513928055763,0.025496993213891983,0.015568749979138374,0.020944587886333466,8.414126932621002e-05
RNaseP-a_bacterial-L.japonicus-IFO15385,RNaseP,326,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03675391525030136,0.028482792899012566,0.012145922519266605,0.019619647413492203,0.00266961008310318
RNaseP-a_bacterial-S.typhimurium,RNaseP,375,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.035870201885700226,0.02519729733467102,0.015325074084103107,0.02037740685045719,0.0012927241623401642
RNaseP-a_bacterial-T.pallidum,RNaseP,340,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03361578285694122,0.020143020898103714,0.01834389939904213,0.019311293959617615,0.0038542039692401886
RNaseP-vertibrate_nuclear-R.norvegicus,RNaseP,257,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.037860047072172165,0.03147751837968826,0.008835423737764359,0.018436875194311142,0.004956403747200966
RNaseP-a_bacterial-N.meningitidis-Z2491,RNaseP,360,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03574904426932335,0.02549324557185173,0.014859179966151714,0.0200951024889946,0.0018655601888895035
RNaseP-nuclear-P.strasburgensis,RNaseP,314,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.034169718623161316,0.023306170478463173,0.015642233192920685,0.01900990679860115,0.004282074049115181
RNaseP-nuclear-S.fibuligera,RNaseP,243,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03358783945441246,0.023858122527599335,0.01404370367527008,0.01761346310377121,0.00717448815703392
RNaseP-a_bacterial-E.coli-JM109,RNaseP,377,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.0360383540391922,0.025504421442747116,0.015139483846724033,0.020439624786376953,0.001142449676990509
RNaseP-yeast_nuclear-S.malidevorans,RNaseP,286,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.033210594207048416,0.02150418795645237,0.016455303877592087,0.01831597089767456,0.005853356793522835
RNaseP-a_bacterial-T.tumescens,RNaseP,307,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03844378516077995,0.031616244465112686,0.009584191255271435,0.019457688555121422,0.0028070416301488876
RNaseP-nuclear-S.globosus,RNaseP,339,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.033073097467422485,0.016330411657691002,0.021051868796348572,0.019020698964595795,0.00470949150621891
RNaseP-yeast_nuclear-S.diastaticus,RNaseP,369,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.034260429441928864,0.02079271525144577,0.0183713436126709,0.019943732768297195,0.002486206591129303
RNaseP-a_bacterial-Wolbachia-sp,RNaseP,348,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03323517367243767,0.016551552340388298,0.021046441048383713,0.019218357279896736,0.004280781373381615
RNaseP-a_bacterial-C.tepidum-g,RNaseP,381,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03469124436378479,0.02159673348069191,0.018000200390815735,0.020243385806679726,0.0018060319125652313
RNaseP-yeast_nuclear-S.kluyveri,RNaseP,336,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03400386497378349,0.021852796897292137,0.017054062336683273,0.019351666793227196,0.0036592427641153336
RNaseP-a_bacterial-Y.pestis,RNaseP,377,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.035981252789497375,0.02537418156862259,0.015232568606734276,0.020430389791727066,0.0011702198535203934
RNaseP-nuclear-S.unisporus,RNaseP,244,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03243871033191681,0.020307622849941254,0.016598258167505264,0.01738189533352852,0.0078890984877944
RNaseP-b_bacterial-S.pyogenes,RNaseP,409,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03436460345983505,0.014809911139309406,0.02332567609846592,0.020328234881162643,0.0020659789443016052
RNaseP-yeast_nuclear-S.carlsbergensis,RNaseP,359,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03499341383576393,0.023689029738307,0.016131721436977386,0.019946934655308723,0.0022926367819309235
RNaseP-a_bacterial-C.jejuni,RNaseP,318,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03283175453543663,0.017460700124502182,0.019887913018465042,0.01867624558508396,0.005358811467885971
RNaseP-a_bacterial-X.fastidiosa,RNaseP,359,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03531382232904434,0.024509644135832787,0.015545215457677841,0.020005129277706146,0.0021176710724830627
RNaseP-nuclear-P.mississippiensis,RNaseP,232,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03444576635956764,0.02597646787762642,0.012343148700892925,0.017541274428367615,0.007189185358583927
RNaseP-yeast_nuclear-S.bayanus,RNaseP,369,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03422762081027031,0.02065965160727501,0.018466446548700333,0.01993429660797119,0.0025145765393972397
RNaseP-a_bacterial-M.bovis,RNaseP,422,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.037005405873060226,0.02580486796796322,0.01568787358701229,0.02137080952525139,-0.0008294153958559036
RNaseP-a_bacterial-C.trachomatis,RNaseP,408,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03433995321393013,0.01573006808757782,0.02265106700360775,0.02037326991558075,0.001912187784910202
RNaseP-a_bacterial-S.marcescens,RNaseP,378,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.035952020436525345,0.0252668596804142,0.015326231718063354,0.02044299803674221,0.0011507067829370499
